NUMERO_PEDIDO;DATA_DIVULGACAO;DATA_CANCELAMENTO;FILIAL;MOTIVO;SUBMOTIVO;COD_PDV;PRODUTO;CANAL;CPF;NOME_CLIENTE;LOGIN_VENDEDOR;DESC_CAMPANHA;DESC_OFERTA;GRUPO_UNIDADE;CANAL_REGIONAL;DESC_CANAL_BOV_GRUPO;NOME_PONTO_VENDA;RESULTADO_FINAL;MUNICIPIO_INSTALACAO;DDD_FIXO;DETALHE_MOTIVO;FLG_VL_VL_MESMO_END_CLIE_DIF;FLG_VL_VL_CLIE_END_IGUAL;FLG_VL_PLT_CLIE_END_IGUAL;FLG_VL_PLT_MESMO_END_CLIE_DIF
"4-171689277066";20240402;20240401;PR;VENDA INDEVIDA;Cliente Nao Solicitou O Servico;1046191;FIBRA;TLV Ativo;DADOS SENSIVEIS;DADOS SENSIVEIS;CC273742;;BD_OITOTAL_VOIP+BL;VAREJO;TLV;TLV;LIQ CORP SA;;RIBEIRAO DO PINHAL;43;;;;;
"4-171364820606";20240411;20240330;DF;VENDA INDEVIDA;Pedido Duplicado;1046210;FIBRA;TLV Ativo;DADOS SENSIVEIS;DADOS SENSIVEIS;CC267867;;BD_OITOTAL_VOIP+BL;VAREJO;TLV;TLV;LIQ CORP SA;;CEILANDIA;61;;;;;S
"4-173674455828";20240422;20240419;RJ;VENDA INDEVIDA;Pedido Duplicado;1060925;FIBRA;TLV Ativo;DADOS SENSIVEIS;DADOS SENSIVEIS;BC789614;;BD_OITOTAL_VOIP+BL;VAREJO;TLV;TLV;BRASIL TELECOM CALL CENTER SA;;RIO DE JANEIRO;21;;;;;
"4-172555007408";20240411;20240410;RR;VENDA ERRADA;Divergencia De Endereco;1066157;FIBRA;PAP;DADOS SENSIVEIS;DADOS SENSIVEIS;TR798211;;BD_OITOTAL_VOIP+BL;VAREJO;RCN;PAP;ONTIME FIBRA T S T TELECOM LTDA;;BOA VISTA;95;Divergencia De Endereco;;;;
"4-173766510726";20240422;20240419;SC;VENDA INDEVIDA;Pedido Duplicado;1065763;FIBRA;Outros;DADOS SENSIVEIS;DADOS SENSIVEIS;TR799433;;BD_OITOTAL_VOIP+BL;VAREJO;RSUL;OUTROS;MAXIMA TELECOM LTDA;;CHAPECO;49;;;;;
"4-173494229844";20240419;20240416;PR;VENDA INDEVIDA;Pedido Duplicado;1065858;FIBRA;PAP;DADOS SENSIVEIS;DADOS SENSIVEIS;TR717414;;BD_OITOTAL_VOIP+BL;VAREJO;RSUL;PAP;HR TELECOM LTDA;;SAO JOSE DOS PINHAIS;41;;;;;
"4-173240348632";20240419;20240418;MT;VENDA INDEVIDA;Cliente Nao Solicitou O Servico;1065752;FIBRA;Outros;DADOS SENSIVEIS;DADOS SENSIVEIS;TR797012;;BD_OITOTAL_VOIP+BL;VAREJO;RCN;OUTROS;MAXIMA TELECOM LTDA;;TANGARA DA SERRA;65;;;;;
"4-172762730499";20240410;20240409;MT;VENDA INDEVIDA;Pedido Duplicado;1065752;FIBRA;Outros;DADOS SENSIVEIS;DADOS SENSIVEIS;TR799433;;BD_OITOTAL_VOIP+BL;VAREJO;RCN;OUTROS;MAXIMA TELECOM LTDA;;TANGARA DA SERRA;65;;;;;
"4-171580384958";20240411;20240328;RJ;VENDA INDEVIDA;Pedido Duplicado;1048707;FIBRA;TLV Receptivo;DADOS SENSIVEIS;DADOS SENSIVEIS;CC286276;;BD_OITOTAL_VOIP+BL;VAREJO;TLV;TLV;LIQ CORP SA;;RIO DE JANEIRO;21;;;;;
"4-173004043582";20240418;20240415;AM;VENDA ERRADA;Divergencia De Endereco;1062296;FIBRA;PAP;DADOS SENSIVEIS;DADOS SENSIVEIS;TR789101;;BD_OITOTAL_VOIP+BL;EMPRESARIAL;RCN;PAP;MSA COM VA ARTIGOS PAPELARIA EIRELI;;MANAUS;92;Divergencia De Endereco;;;;
"4-171500717339";20240405;20240404;RO;VENDA ERRADA;Divergencia De Endereco;1063800;FIBRA;Agentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR798125;;BD_OITOTAL_VOIP+BL;EMPRESARIAL;RCN;OUTROS;MAVH TELECOMUNICACOES LTDA;;JI-PARANA;69;Divergencia De Endereco;;;;
"4-171587437055";20240402;20240328;RS;VENDA INDEVIDA;Pedido Duplicado;1043586;FIBRA;TLV Receptivo;DADOS SENSIVEIS;DADOS SENSIVEIS;BC703650;;BD_OITOTAL_VOIP+BL;VAREJO;TLV;TLV;BRASIL TELECOM CALL CENTER SA;;PORTO ALEGRE;51;;;;;
"4-173481225034";20240419;20240418;RJ;VENDA INDEVIDA;Pedido Duplicado;1064199;FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;TR738200;;BD_OITOTAL_VOIP+BL;VAREJO;RSE;OUTROS;VEEP BRASIL TELEMARKETING LTDA;;DUQUE DE CAXIAS;21;;;;;S
"4-172547847023";20240408;20240406;RJ;VENDA INDEVIDA;Pedido Duplicado;1064199;FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;TR761465;;BD_OITOTAL_VOIP+BL;VAREJO;RSE;OUTROS;VEEP BRASIL TELEMARKETING LTDA;;SAO GONCALO;21;;;;;
"4-172798901679";20240411;20240410;RO;VENDA INDEVIDA;Pedido Duplicado;1064201;FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;TR761465;;BD_OITOTAL_VOIP+BL;VAREJO;RCN;OUTROS;VEEP BRASIL TELEMARKETING LTDA;;PORTO VELHO;69;;;;;
"4-171532890443";20240402;20240328;RS;VENDA INDEVIDA;Pedido Duplicado;1064752;FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;TR795880;;BD_OITOTAL_VOIP+BL;VAREJO;RSUL;OUTROS;PROATIVA TELECOMUNICACAO EIRELI;;PORTO ALEGRE;51;;;;;
"4-171591795796";20240402;20240328;RS;VENDA INDEVIDA;Pedido Duplicado;1064752;FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;TR706102;;BD_OITOTAL_VOIP+BL;VAREJO;RSUL;OUTROS;PROATIVA TELECOMUNICACAO EIRELI;;PELOTAS;53;;;;;
"4-171984169918";20240408;20240406;RJ;VENDA ERRADA;Divergencia De Endereco;1061166;FIBRA;Agentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR795150;;BD_OITOTAL_VOIP+BL;VAREJO;RSE;OUTROS;PROMOBILE COMERCIO COMUNICA LTDA;;RIO DE JANEIRO;21;Divergencia De Endereco;;;;
"4-171703645002";20240405;20240404;RJ;VENDA ERRADA;Divergencia De Endereco;1061166;FIBRA;Agentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR762660;;BD_OITOTAL_VOIP+BL;VAREJO;RSE;OUTROS;PROMOBILE COMERCIO COMUNICA LTDA;;BELFORD ROXO;21;Divergencia De Endereco;;;;
"4-172766695130";20240418;20240416;RJ;VENDA ERRADA;Divergencia De Endereco;1061166;FIBRA;Agentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR795638;;BD_OITOTAL_VOIP+BL;VAREJO;RSE;OUTROS;PROMOBILE COMERCIO COMUNICA LTDA;;RIO DE JANEIRO;21;Divergencia De Endereco;;S;;
"4-171927396731";20240404;20240403;RJ;VENDA INDEVIDA;Pedido Duplicado;1061166;FIBRA;Agentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR799748;;BD_OITOTAL_VOIP+BL;VAREJO;RSE;OUTROS;PROMOBILE COMERCIO COMUNICA LTDA;;RIO DE JANEIRO;21;;;;;
"4-168005447509";20240415;20240414;MA;VENDA ERRADA;Divergencia De Endereco;1055282;FIBRA;TLV Ativo;DADOS SENSIVEIS;DADOS SENSIVEIS;BC789057;;BD_OITOTAL_VOIP+BL;VAREJO;TLV;TLV;BRASIL TELECOM CALL CENTER S A;;SAO LUIS;98;Divergencia De Endereco;;;;
"4-173141755815";20240415;20240412;RJ;VENDA INDEVIDA;Pedido Duplicado;1066198;FIBRA;Teleagentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR646787;;BD_OITOTAL_VOIP+BL;VAREJO;RSE;TELEAGENTES;LP CONEXOES TELECOM LIMITADA;;RIO DE JANEIRO;21;;;;;
"4-171520470670";20240402;20240329;MT;VENDA INDEVIDA;Pedido Duplicado;1064775;FIBRA;Teleagentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR767533;;BD_OITOTAL_VOIP+BL;VAREJO;RCN;TELEAGENTES;TEC CALL SOLU SERVICOS LTDA;;RONDONOPOLIS;66;;;;;
"4-172271276179";20240405;20240404;RS;VENDA INDEVIDA;Pedido Duplicado;1061139;FIBRA;Agentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR772414;;BD_OITOTAL_VOIP+BL;VAREJO;RSUL;OUTROS;MMT TELECOM LTDA;;SANTO ANGELO;55;;;;;
"4-173101136179";20240415;20240411;GO;VENDA INDEVIDA;Pedido Duplicado;1064354;FIBRA;Outros;DADOS SENSIVEIS;DADOS SENSIVEIS;TR802138;;BD_OITOTAL_VOIP+BL;VAREJO;RCN;OUTROS;SUPER FIT TELECOM LTDA;;GOIANIA;62;;;;;
"4-173008437511";20240415;20240413;GO;VENDA INDEVIDA;Pedido Duplicado;1064354;FIBRA;Outros;DADOS SENSIVEIS;DADOS SENSIVEIS;TR738021;;BD_OITOTAL_VOIP+BL;VAREJO;RCN;OUTROS;SUPER FIT TELECOM LTDA;;APARECIDA DE GOIANIA;62;;;;;
"4-173387161020";20240418;20240415;DF;VENDA ERRADA;Divergencia De Endereco;1062098;FIBRA;PAP;DADOS SENSIVEIS;DADOS SENSIVEIS;TR768642;;BD_OITOTAL_VOIP+BL;VAREJO;RCN;PAP;CONECTA TELECOMUNICACOES LTDA;;CEILANDIA;61;Divergencia De Endereco;;;;
"4-172048649778";20240408;20240405;DF;VENDA ERRADA;Divergencia De Endereco;1062098;FIBRA;PAP;DADOS SENSIVEIS;DADOS SENSIVEIS;TR795944;;BD_OITOTAL_VOIP+BL;VAREJO;RCN;PAP;CONECTA TELECOMUNICACOES LTDA;;CEILANDIA;61;Divergencia De Endereco;;;;
"4-173669758580";20240422;20240420;RJ;VENDA INDEVIDA;Pedido Duplicado;1066159;FIBRA;PAP;DADOS SENSIVEIS;DADOS SENSIVEIS;TR798060;;BD_OITOTAL_VOIP+BL;VAREJO;RSE;PAP;XCHANGE TELECOM SERVICOS LTDA;;CAMPOS DOS GOYTACAZES;22;;;;;
"4-171594158252";20240402;20240328;RJ;VENDA INDEVIDA;Pedido Duplicado;1066159;FIBRA;PAP;DADOS SENSIVEIS;DADOS SENSIVEIS;TR797961;;BD_OITOTAL_VOIP+BL;VAREJO;RSE;PAP;XCHANGE TELECOM SERVICOS LTDA;;CAMPOS DOS GOYTACAZES;22;;;;;
"4-173018736943";20240419;20240418;RJ;VENDA INDEVIDA;Cliente Nao Solicitou O Servico;1063114;FIBRA;Teleagentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR785237;;BD_OITOTAL_VOIP+BL;VAREJO;RSE;TELEAGENTES;FIBRAEXPERT CALL CENTER LTDA;;QUEIMADOS;21;;;;;
"4-173572550385";20240419;20240417;ES;VENDA INDEVIDA;Pedido Duplicado;1066475;FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;TR797267;;BD_OITOTAL_VOIP+BL;VAREJO;RSE;OUTROS;TOGETHER SALES LTDA;;SERRA;27;;;;;
"4-171598569456";20240402;20240328;MG;VENDA INDEVIDA;Pedido Duplicado;1058275;FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;BC792105;;BD_OITOTAL_VOIP+BL;VAREJO;RSE;OUTROS;BRASIL TELECOM CALL CENTER SA;;BETIM;31;;;;;
"4-173671089180";20240419;20240418;RS;VENDA INDEVIDA;Pedido Duplicado;1046320;FIBRA;TLV Ativo;DADOS SENSIVEIS;DADOS SENSIVEIS;BC647225;;BD_OITOTAL_VOIP+BL;VAREJO;TLV;TLV;BRASIL TELECOM CALL CENTER S A;;ALVORADA;51;;;;;
"4-171972715302";20240403;20240402;RJ;VENDA INDEVIDA;Pedido Duplicado;1058280;FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;BC792109;;BD_OITOTAL_VOIP+BL;VAREJO;RSE;OUTROS;BRASIL TELECOM CALL CENTER SA;;RIO DE JANEIRO;21;;;;;
"4-172598226122";20240410;20240409;PR;VENDA ERRADA;Divergencia De Endereco;1063765;FIBRA;Agentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR793665;;BD_OITOTAL_VOIP+BL;VAREJO;RSUL;OUTROS;AMERICA TELECOMUNICACOES LTDA;;CURITIBA;41;Divergencia De Endereco;;;;
"4-171759711337";20240402;20240401;RJ;VENDA INDEVIDA;Pedido Duplicado;1057818;FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;TR801273;;BD_OITOTAL_VOIP+BL;VAREJO;RSE;OUTROS;WEBMAIS REPRESENTACOES COM LTDA;;ANGRA DOS REIS;24;;;;;
"4-172308154659";20240418;20240404;MG;VENDA INDEVIDA;Pedido Duplicado;1066477;FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;TR801473;;BD_OITOTAL_VOIP+BL;VAREJO;RSE;OUTROS;TOGETHER SALES LTDA;;SETE LAGOAS;31;;;;;
"4-171659200822";20240408;20240405;RS;VENDA INDEVIDA;Pedido Duplicado;1057823;FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;TR435722;;BD_OITOTAL_VOIP+BL;VAREJO;RSUL;OUTROS;WEBMAIS REPRESENTACOES COM LTDA;;RIO GRANDE;53;;;;;
"4-173470511261";20240419;20240417;GO;VENDA INDEVIDA;Pedido Duplicado;1065086;FIBRA;Teleagentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR798367;;BD_OITOTAL_VOIP+BL;VAREJO;RCN;TELEAGENTES;SALES2YOU MULTISERVICOS LTDA;;GOIANIA;62;;;;;
"4-172613647438";20240415;20240411;MG;VENDA INDEVIDA;Pedido Duplicado;1064980;FIBRA;Teleagentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR763338;;BD_OITOTAL_VOIP+BL;VAREJO;RSE;TELEAGENTES;LCS SERVICOS TELECOMUNICACOES LTDA;;SETE LAGOAS;31;;;;;S
"4-173110125809";20240418;20240415;MG;VENDA INDEVIDA;Pedido Duplicado;1064980;FIBRA;Teleagentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR763341;;BD_OITOTAL_VOIP+BL;VAREJO;RSE;TELEAGENTES;LCS SERVICOS TELECOMUNICACOES LTDA;;BELO HORIZONTE;31;;;;;
"4-171957766036";20240408;20240405;GO;VENDA INDEVIDA;Pedido Duplicado;1052020;FIBRA;PAP;DADOS SENSIVEIS;DADOS SENSIVEIS;TR769874;;BD_OITOTAL_VOIP+BL;VAREJO;RCN;PAP;SELECT TELECOM C E TELEFONIA EIRELI;;NOVO GAMA;61;;;;;
"4-171574918665";20240402;20240329;GO;VENDA INDEVIDA;Pedido Duplicado;1052020;FIBRA;PAP;DADOS SENSIVEIS;DADOS SENSIVEIS;TR729752;;BD_OITOTAL_VOIP+BL;VAREJO;RCN;PAP;SELECT TELECOM C E TELEFONIA EIRELI;;SANTO ANTONIO DO DESCOBERTO;61;;;;;
"4-171168165478";20240402;20240330;RS;VENDA ERRADA;Divergencia De Endereco;1065760;FIBRA;Outros;DADOS SENSIVEIS;DADOS SENSIVEIS;TR800874;;BD_OITOTAL_VOIP+BL;VAREJO;RSUL;OUTROS;MAXIMA TELECOM LTDA;;PORTO ALEGRE;51;Divergencia De Endereco;;S;;
"4-172465885411";20240408;20240405;RJ;VENDA INDEVIDA;Pedido Duplicado;1066068;FIBRA;Teleagentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR797163;;BD_OITOTAL_VOIP+BL;VAREJO;RSE;TELEAGENTES;L F C LIMA TELEATENDIMENTO LTDA;;RIO DE JANEIRO;21;;;;;
"4-172416327801";20240408;20240405;RJ;VENDA INDEVIDA;Pedido Duplicado;1066068;FIBRA;Teleagentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR797168;;BD_OITOTAL_VOIP+BL;VAREJO;RSE;TELEAGENTES;L F C LIMA TELEATENDIMENTO LTDA;;SAO JOAO DE MERITI;21;;;;;
"4-170592744614";20240404;20240403;RJ;VENDA ERRADA;Divergencia De Endereco;1066068;FIBRA;Teleagentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR797173;;BD_OITOTAL_VOIP+BL;VAREJO;RSE;TELEAGENTES;L F C LIMA TELEATENDIMENTO LTDA;;RIO DE JANEIRO;21;Divergencia De Endereco;;;;
"4-173214672841";20240415;20240413;RS;VENDA INDEVIDA;Pedido Duplicado;1066574;FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;TR790510;;BD_OITOTAL_VOIP+BL;VAREJO;RSUL;OUTROS;LMP TELECOMUNICACOES LTDA;;SANTA MARIA;55;;;;;
"4-173336659581";20240415;20240413;AM;VENDA INDEVIDA;Pedido Duplicado;1065442;FIBRA;Agentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR798656;;BD_OITOTAL_VOIP+BL;VAREJO;RCN;OUTROS;JM TECNOLOGIA LTDA;;MANAUS;92;;;;;
"4-172295720454";20240408;20240405;RJ;VENDA INDEVIDA;Pedido Duplicado;1063726;FIBRA;Agentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR609827;;BD_OITOTAL_VOIP+BL;VAREJO;RSE;OUTROS;SOMA FIBRA SOL INTEGRADAS INF LTDA;;MESQUITA;21;;;;;
"4-173140557197";20240415;20240411;RJ;VENDA ERRADA;Divergencia De Endereco;1063726;FIBRA;Agentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR726675;;BD_OITOTAL_VOIP+BL;VAREJO;RSE;OUTROS;SOMA FIBRA SOL INTEGRADAS INF LTDA;;DUQUE DE CAXIAS;21;Divergencia De Endereco;;;;
"4-171194839307";20240402;20240328;RJ;VENDA INDEVIDA;Pedido Duplicado;1063726;FIBRA;Agentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR707866;;BD_OITOTAL_VOIP+BL;VAREJO;RSE;OUTROS;SOMA FIBRA SOL INTEGRADAS INF LTDA;;RIO DE JANEIRO;21;;;;;
"4-172207992806";20240405;20240404;RS;VENDA INDEVIDA;Pedido Duplicado;1066120;FIBRA;Outros;DADOS SENSIVEIS;DADOS SENSIVEIS;TR797637;;BD_OITOTAL_VOIP+BL;VAREJO;RSUL;OUTROS;SOLUTIONS TELECOM LTDA;;PORTO ALEGRE;51;;;;;
"4-172521019469";20240409;20240408;RJ;VENDA INDEVIDA;Pedido Duplicado;1064372;FIBRA;Outros;DADOS SENSIVEIS;DADOS SENSIVEIS;TR801613;;BD_OITOTAL_VOIP+BL;VAREJO;RSE;OUTROS;SUPER FIT TELECOM LTDA;;RIO DE JANEIRO;21;;;;;
"4-173248959342";20240419;20240418;RJ;VENDA INDEVIDA;Pedido Duplicado;1063725;FIBRA;Agentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR679693;;BD_OITOTAL_VOIP+BL;VAREJO;RSE;OUTROS;SOMA FIBRA SOL INTEGRADAS INF LTDA;;RIO DE JANEIRO;21;;;;;
"4-171582636900";20240418;20240415;RJ;VENDA ERRADA;Divergencia De Endereco;1063725;FIBRA;Agentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR679693;;BD_OITOTAL_VOIP+BL;VAREJO;RSE;OUTROS;SOMA FIBRA SOL INTEGRADAS INF LTDA;;SAO JOAO DE MERITI;21;Divergencia De Endereco;;;;
"4-171941993426";20240403;20240402;RJ;VENDA INDEVIDA;Pedido Duplicado;1063725;FIBRA;Agentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR801672;;BD_OITOTAL_VOIP+BL;VAREJO;RSE;OUTROS;SOMA FIBRA SOL INTEGRADAS INF LTDA;;RIO DE JANEIRO;21;;;;;
"4-172565650139";20240408;20240406;RJ;VENDA INDEVIDA;Pedido Duplicado;1063725;FIBRA;Agentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR797727;;BD_OITOTAL_VOIP+BL;VAREJO;RSE;OUTROS;SOMA FIBRA SOL INTEGRADAS INF LTDA;;RIO DE JANEIRO;21;;;;;
"4-173776144929";20240422;20240419;RO;VENDA INDEVIDA;Pedido Duplicado;1063800;FIBRA;Agentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR514497;;BD_OITOTAL_VOIP+BL;VAREJO;RCN;OUTROS;MAVH TELECOMUNICACOES LTDA;;PORTO VELHO;69;;;;;
"4-172781549710";20240415;20240411;DF;VENDA ERRADA;Divergencia De Endereco;1065246;FIBRA;Agentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR791124;;BD_OITOTAL_VOIP+BL;VAREJO;RCN;OUTROS;RM TELECOM LTDA;;BRASILIA;61;Divergencia De Endereco;;;;
"4-171605086539";20240402;20240328;RJ;VENDA INDEVIDA;Pedido Duplicado;1061774;FIBRA;Teleagentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR607469;;BD_OITOTAL_VOIP+BL;VAREJO;RSE;TELEAGENTES;JESSICA CARDOSO DE SOUZA EIRELI;;TERESOPOLIS;21;;;;;
"4-171943601499";20240410;20240409;RS;VENDA ERRADA;Divergencia De Endereco;1066083;FIBRA;Agentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR797512;;BD_OITOTAL_VOIP+BL;VAREJO;RSUL;OUTROS;ABC GESTAO EMPRESARIAL LTDA;;PORTO ALEGRE;51;Divergencia De Endereco;;;;
"4-173578231229";20240419;20240417;SC;VENDA INDEVIDA;Pedido Duplicado;1054866;FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;TR801845;;BD_OITOTAL_VOIP+BL;VAREJO;RSUL;OUTROS;ESCALE SEO MARKETING DIGITAL LTDA;;BLUMENAU;47;;;;;
"4-173012616357";20240415;20240411;ES;VENDA INDEVIDA;Pedido Duplicado;1064979;FIBRA;Teleagentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR763338;;BD_OITOTAL_VOIP+BL;VAREJO;RSE;TELEAGENTES;LCS SERVICOS TELECOMUNICACOES LTDA;;SERRA;27;;;;;
"4-172403173095";20240408;20240406;RR;VENDA INDEVIDA;Pedido Duplicado;1064536;FIBRA;Agentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR721025;;BD_OITOTAL_VOIP+BL;VAREJO;RCN;OUTROS;DYALOGOS SERV TEL COMUNICACAO LTDA;;BOA VISTA;95;;;;;
"4-171688357850";20240410;20240409;RJ;VENDA INDEVIDA;Cliente Nao Solicitou O Servico;1061851;FIBRA;Outros;DADOS SENSIVEIS;DADOS SENSIVEIS;TR761852;;BD_OITOTAL_VOIP+BL;VAREJO;RSE;OUTROS;ELO CONTACT CENTER SERVICOS LTDA;;RIO DE JANEIRO;21;;;;;
"4-173230898819";20240415;20240413;RS;VENDA INDEVIDA;Pedido Duplicado;1044262;FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;TR797378;;BD_OITOTAL_VOIP+BL;VAREJO;RSUL;OUTROS;HIVE COMPANY MARKETING LTDA;;BENTO GONCALVES;54;;;;;
"4-172773098285";20240418;20240415;RS;VENDA ERRADA;Divergencia De Endereco;1044262;FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;TR705987;;BD_OITOTAL_VOIP+BL;VAREJO;RSUL;OUTROS;HIVE COMPANY MARKETING LTDA;;VIAMAO;51;Divergencia De Endereco;;;;
"4-173691928360";20240422;20240420;MS;VENDA INDEVIDA;Pedido Duplicado;1057802;FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;TR795359;;BD_OITOTAL_VOIP+BL;VAREJO;RCN;OUTROS;WEBMAIS REPRESENTACOES COM LTDA;;CAMPO GRANDE;67;;;S;;
"4-171699937296";20240405;20240404;RS;VENDA INDEVIDA;Pedido Duplicado;1049870;FIBRA;TLV Receptivo;DADOS SENSIVEIS;DADOS SENSIVEIS;CC236408;;BD_OITOTAL_VOIP+BL;VAREJO;TLV;TLV;LIQ CORP SA;;PORTO ALEGRE;51;;;;;
"4-173229873647";20240415;20240413;RS;VENDA INDEVIDA;Pedido Duplicado;1066186;FIBRA;Teleagentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR800302;;BD_OITOTAL_VOIP+BL;VAREJO;RSUL;TELEAGENTES;DUAL CONT CONSUL E MARKETING LTDA;;PORTO ALEGRE;51;;;;;
"4-173098549369";20240422;20240420;RS;VENDA INDEVIDA;Pedido Duplicado;1054865;FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;TR756905;;BD_OITOTAL_VOIP+BL;VAREJO;RSUL;OUTROS;ESCALE SEO MARKETING DIGITAL LTDA;;CACHOEIRINHA;51;;;;;
"4-171674559654";20240403;20240402;GO;VENDA INDEVIDA;Pedido Duplicado;1066189;FIBRA;Teleagentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR800315;;BD_OITOTAL_VOIP+BL;VAREJO;RCN;TELEAGENTES;DUAL CONT CONSUL E MARKETING LTDA;;JATAI;64;;;;;
"4-170719412242";20240402;20240329;PA;VENDA INDEVIDA;Pedido Duplicado;1065720;FIBRA;Teleagentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR797351;;BD_OITOTAL_VOIP+BL;VAREJO;RCN;TELEAGENTES;MRS TELECOM LTDA;;BELEM;91;;;;;
"4-172539127777";20240408;20240406;PR;VENDA INDEVIDA;Pedido Duplicado;1061305;FIBRA;Outros;DADOS SENSIVEIS;DADOS SENSIVEIS;TR794393;;BD_OITOTAL_VOIP+BL;VAREJO;RSUL;OUTROS;TESS SOLUCOES LTDA;;SAO JOSE DOS PINHAIS;41;;;;;
"4-173128099029";20240415;20240411;RO;VENDA ERRADA;Divergencia De Endereco;1065250;FIBRA;Agentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR741787;;BD_OITOTAL_VOIP+BL;EMPRESARIAL;RCN;OUTROS;RM TELECOM LTDA;;PORTO VELHO;69;Divergencia De Endereco;;;;
"4-173661069978";20240422;20240419;RO;VENDA INDEVIDA;Cliente Nao Solicitou O Servico;1065250;FIBRA;Agentes;DADOS SENSIVEIS;DADOS SENSIVEIS;TR780721;;BD_OITOTAL_VOIP+BL;EMPRESARIAL;RCN;OUTROS;RM TELECOM LTDA;;PORTO VELHO;69;;;;;
"4-172912162544";20240422;20240419;RJ;VENDA ERRADA;Divergencia De Endereco;1066316;FIBRA;WEB;DADOS SENSIVEIS;DADOS SENSIVEIS;TR706678;;BD_OITOTAL_VOIP+BL;VAREJO;RSE;OUTROS;PROATIVA TELECOMUNICACAO EIRELI;;RIO DE JANEIRO;21;Divergencia De Endereco;;;;
"4-173759037452";20240422;20240419;RJ;VENDA INDEVIDA;Pedido Duplicado;1055290;FIBRA;TLV Ativo;DADOS SENSIVEIS;DADOS SENSIVEIS;BC762473;;BD_OITOTAL_VOIP+BL;VAREJO;TLV;TLV;BRASIL TELECOM CALL CENTER S A;;RIO DE JANEIRO;21;;;;;
"4-173475816274";20240419;20240417;RJ;VENDA INDEVIDA;Pedido Duplicado;1055290;FIBRA;TLV Ativo;DADOS SENSIVEIS;DADOS SENSIVEIS;BC789307;;BD_OITOTAL_VOIP+BL;VAREJO;TLV;TLV;BRASIL TELECOM CALL CENTER S A;;NITEROI;21;;;;;
"4-171060010320";20240402;20240328;RJ;VENDA INDEVIDA;Pedido Duplicado;1055290;FIBRA;TLV Ativo;DADOS SENSIVEIS;DADOS SENSIVEIS;BC787181;;BD_OITOTAL_VOIP+BL;VAREJO;TLV;TLV;BRASIL TELECOM CALL CENTER S A;;RIO DE JANEIRO;21;;;;;
